ticket_id,description,service_category,resolution_steps,resolution_summary,kb_article_id,resolution_template_id,root_cause,tags
INC3801078,"Hi Team, Outgoing emails are bouncing/stuck in Outbox; got NDRs. Started this morning. I'm in Chennai. This is impacting 'Payments DB'. Error seen: 0x80070005. Ref. I already restarted my laptop, updated the app but the issue persists. Please help.",Email/Outlook,Reviewed NDR codes and message trace; Fixed transport rules causing rejection; Whitelisted recipient domain; Retriggered delivery and validated receipt; Monitored for recurrence,Reviewed NDRs and adjusted transport rules; deliveries succeeded.,KB0000987,RES-TPL-002,Misconfiguration,reopened
INC3801176,"Hi Service Desk, Browser warns that the site's certificate is expired/untrusted. Started this afternoon. I'm in Bengaluru. This is impacting 'Identity'. Error seen: 0x80070005.. I already switched networks, restarted my laptop but the issue persists. Please help.",Identity & Access,Reissued cert with correct SANs; Installed full chain (leaf+intermediate+root); Rebound listener and cleared SSL sessions; Validated with SSL scanners; Enabled auto-renewal and set T-30 reminder,Renewed TLS certificate and installed full chain; browsers clean.,KB0001610,RES-TPL-006,Certificate Expired,nan
INC3801106,"Hi Service Desk, App is non‑responsive; keeps timing out or shows service unavailable. Started after reboot. I'm in Pune. This is impacting 'Business App - BluePortal'. Error seen: TLS_HANDSHAKE_FAIL.. I already tried a different browser, switched networks but the issue persists. Please help.",Browser/Portal (Cache/Compat/TLS),Validated maintenance window and comms; Performed smoke tests post-change; Restored service and updated status page; Monitored KPIs for 60 minutes; Closed with change reference,Completed post-change validation and restored service availability.,KB0001902,RES-TPL-010,Network Flap,nan
INC3800982,"Hello Support, Something isn't working as expected and I'm blocked. Started on office Wi-fi. I'm on office Wi‑Fi. This is impacting 'Identity'. Error seen: ERR_TIMEOUT.. I already signed out and back in, switched networks but the issue persists. Please help.",Identity & Access,Cleared spooler queue; Reinstalled OEM driver and removed legacy packages; Remapped printer via policy; Printed test page and verified queue health; Monitored for 24 hours,"Cleared spooler, reinstalled driver, remapped printer; test page OK.",KB0000720,RES-TPL-007,User Error,nan
INC3800285,"Hello Support, Mail isn't sending—messages keep failing to deliver. Started this afternoon. I'm in Noida. This is impacting 'Business App - BluePortal'. Error seen: NDR 5.7.1.. I already tried a different browser, switched networks but the issue persists. Please help.",Email/Outlook,Reviewed NDR codes and message trace; Fixed transport rules causing rejection; Whitelisted recipient domain; Retriggered delivery and validated receipt; Monitored for recurrence,Reviewed NDRs and adjusted transport rules; deliveries succeeded.,KB0000987,RES-TPL-002,Misconfiguration,nan
INC3800867,"Hello Support, Buttons/forms don't work in this browser but work in another. Started from home. I'm while working from home. This is impacting 'Payments DB'. Error seen: NDR 5.7.1.. I already cleared cache, updated the app but the issue persists. Please help.",Browser/Portal (Cache/Compat/TLS),Cleared cache/cookies and disabled extensions; Switched to supported browser version; Applied site compatibility mode; Retested login and form submission; Updated user documentation,Applied compatibility mode and updated browser; portal functional.,KB0001902,RES-TPL-010,Misconfiguration,sla-response-breach
INC3800374,"Hello IT, System keeps alerting low disk space; temp/log files are piling up. Started this afternoon. I'm in Mumbai. This is impacting 'WAN'. Error seen: ERR_TIMEOUT.. I already updated the app, restarted my laptop but the issue persists. Please help.",OS/Storage,Identified top disk consumers (logs/cache/temp); Applied log rotation with compression; Purged obsolete archives as per retention policy; Adjusted thresholds and expanded volume if needed; Added proactive alerts at 70/85/90%,"Freed disk, enabled log rotation, tuned thresholds; alerts normalized.",KB0001320,RES-TPL-003,Misconfiguration,nan
INC3801196,"Hi Team, Something isn't working as expected and I'm blocked. Started today. I'm in Delhi. This is impacting 'Remote Access'. Error seen: TLS_HANDSHAKE_FAIL.. I already restarted my laptop, signed out and back in but the issue persists. Please help.",Remote Access (VPN),Measured latency/jitter and packet loss; Failed over to healthy path; Adjusted QoS for critical apps; Opened ISP ticket with traces; Monitored trend for 24 hours,Failed over to healthier path and tuned QoS; latency improved.,KB0001801,RES-TPL-009,Network Flap,nan
INC3800031,"Hi Team, Getting errors and unable to proceed with my work. Started after reboot. I'm in Bengaluru. This is impacting 'WAN'. Error seen: 0xCAA20002.. I already updated the app, switched networks but the issue persists. Please help.",Network/WAN,Measured latency/jitter and packet loss; Failed over to healthy path; Adjusted QoS for critical apps; Opened ISP ticket with traces; Monitored trend for 24 hours,Failed over to healthier path and tuned QoS; latency improved.,KB0001801,RES-TPL-009,Network Flap,nan
INC3800551,"Hi Service Desk, I'm facing an issue with the application and need help to resolve it. Started this afternoon. I'm in Hyderabad. This is impacting 'Container Platform'. Error seen: TLS_HANDSHAKE_FAIL.. I already tried a different browser, restarted my laptop but the issue persists. Please help.",App/Platform,"Verified caller identity with MFA; Unlocked directory account; Enforced password reset with strong policy; Synced identity providers and purged stale tokens; Validated access across email, VPN, and apps",Identity verified and password reset; access validated across apps.,KB0000100,RES-TPL-008,User Error,sla-response-breach;auto-resolution-candidate
INC3800210,"Hi Team, The app keeps crashing/freezing when I try to use it. Started after reboot. I'm in Bengaluru. This is impacting 'Email'. Error seen: TLS_HANDSHAKE_FAIL.. I already updated the app, cleared cache but the issue persists. Please help.",Email/Outlook,Captured crash logs and minidump; Rolled back problematic plugin; Increased memory limit and retry; Validated stability with soak test; Published fix notes,Rolled back faulty plugin and applied hotfix; app stable.,KB0001411,RES-TPL-004,Software Bug,nan
INC3801046,"Hello IT, Buttons/forms don't work in this browser but work in another. Started this morning. I'm in Noida. This is impacting 'BluePortal'. Error seen: TLS_HANDSHAKE_FAIL.. I already switched networks, restarted my laptop but the issue persists. Please help.",Browser/Portal (Cache/Compat/TLS),Cleared cache/cookies and disabled extensions; Switched to supported browser version; Applied site compatibility mode; Retested login and form submission; Updated user documentation,Applied compatibility mode and updated browser; portal functional.,KB0001902,RES-TPL-010,Misconfiguration,kb-high-confidence
INC3800923,"Hello Support, Site keeps loading stale pages; cache seems stuck. Started on office Wi-fi. I'm on office Wi‑Fi. This is impacting 'BluePortal'. Error seen: TLS_HANDSHAKE_FAIL. Ref. I already switched networks, updated the app but the issue persists. Please help.",Browser/Portal (Cache/Compat/TLS),Cleared cache/cookies; Disabled problematic extensions; Hard-refreshed page; Updated browser; Documented steps for users,Cleared cache/cookies and updated browser; portal loads correctly.,KB0001902,RES-TPL-010,Misconfiguration,nan
INC3800809,"Hi Service Desk, SharePoint prompts for access request even for my team site. Started this morning. I'm in Hyderabad. This is impacting 'Business App - BluePortal'. Error seen: 0xCAA20002.. I already signed out and back in, switched networks but the issue persists. Please help.",Identity & Access,Reviewed site permissions; Updated group membership; Synced directory; Cleared cache; Validated access,Adjusted permissions and synced directory; user can access site.,KB0000100,RES-TPL-008,User Error,auto-resolution-candidate
INC3800617,"Hello Support, App fails after upgrade—installer completes but the app won't start. Started this morning. I'm in Mumbai. This is impacting 'Web Frontend'. Error seen: ERR_TIMEOUT.. I already switched networks, updated the app but the issue persists. Please help.",Browser/Portal (Cache/Compat/TLS),Captured installer logs; Rolled back to previous version; Applied hotfix; Retested core functions; Scheduled planned upgrade,"Rolled back upgrade, applied hotfix, retested; upgrade rescheduled.",KB0001411,RES-TPL-004,Software Bug,nan
INC3800932,"Hello IT, OneDrive shows sync paused/conflicts and won't upload. Started after password reset. I'm in Pune. This is impacting 'Remote Access'. Error seen: AUTH_FAIL.. I already updated the app, cleared cache but the issue persists. Please help.",Collaboration (SharePoint/Teams/OneDrive),Reset OneDrive; Resolved conflicts; Forced sync; Reauthenticated; Verified status icons,"Reset client, resolved conflicts, forced sync; status icons green.",KB0000987,RES-TPL-002,Vendor Issue,sla-response-breach;reopened
INC3800619,"Hi Service Desk, Something isn't working as expected and I'm blocked. Started today. I'm in Mumbai. This is impacting 'Printing'. Error seen: ERR_TIMEOUT.. I already switched networks, cleared cache but the issue persists. Please help.",Printing,Measured latency/jitter and packet loss; Failed over to healthy path; Adjusted QoS for critical apps; Opened ISP ticket with traces; Monitored trend for 24 hours,Failed over to healthier path and tuned QoS; latency improved.,KB0001801,RES-TPL-009,Vendor Issue,nan
INC3800188,"Hello Support, Portal misbehaves on my browser; works on another (compatibility issue). Started this morning. I'm in Chennai. This is impacting 'Identity'. Error seen: 0x80070005.. I already updated the app, restarted my laptop but the issue persists. Please help.",Identity & Access,Cleared cache/cookies and disabled extensions; Switched to supported browser version; Applied site compatibility mode; Retested login and form submission; Updated user documentation,Applied compatibility mode and updated browser; portal functional.,KB0001902,RES-TPL-010,Misconfiguration,nan
